EM,EN,unicode,label,strategy,image,predicted_label,generated_text
💴💴💆‍♂️💇‍♂️,big expenditure,U+1F4B4 U+1F4B4 U+1F486 U+200D U+2642 U+FE0F U+1F487 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/test_google/273.png,1,user:  does this emoji sequence mean 'big expenditure'? answer yes or no. assistant: yes.
🧍‍♂️💪,big expenditure,U+1F9CD U+200D U+2642 U+FE0F U+1F4AA,0,6,./generated_img_dataset/test_google/274.png,0,user:  does this emoji sequence mean 'big expenditure'? answer yes or no. assistant: no.
😵😵😵,big voice,U+1F635 U+1F635 U+1F635,0,6,./generated_img_dataset/test_google/275.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🌇🏙️,big voice,U+1F307 U+1F3D9 U+FE0F,0,6,./generated_img_dataset/test_google/276.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🎅,big voice,U+1F385,0,6,./generated_img_dataset/test_google/277.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🥇☀️,big voice,U+1F947 U+2600 U+FE0F,0,6,./generated_img_dataset/test_google/278.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🏙️↕️↔️,big voice,U+1F3D9 U+FE0F U+2195 U+FE0F U+2194 U+FE0F,0,6,./generated_img_dataset/test_google/279.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
👨‍💻🤝,big voice,U+1F468 U+200D U+1F4BB U+1F91D,0,6,./generated_img_dataset/test_google/280.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
💸💸,big voice,U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/281.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🏢🤑🤑,big voice,U+1F3E2 U+1F911 U+1F911,0,6,./generated_img_dataset/test_google/282.png,0,user:  does this emoji sequence mean 'big voice'? answer yes or no. assistant: no.
🎅,big group,U+1F385,0,6,./generated_img_dataset/test_google/283.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
🗣️💢,big group,U+1F5E3 U+FE0F U+1F4A2,0,6,./generated_img_dataset/test_google/284.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
👩‍💻🤑,big group,U+1F469 U+200D U+1F4BB U+1F911,0,6,./generated_img_dataset/test_google/285.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
💸💸💸,big group,U+1F4B8 U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/286.png,1,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: yes.
🤑💸,big group,U+1F911 U+1F4B8,0,6,./generated_img_dataset/test_google/287.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
🤬🤬,big group,U+1F92C U+1F92C,0,6,./generated_img_dataset/test_google/288.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
🗓️,big group,U+1F5D3 U+FE0F,0,6,./generated_img_dataset/test_google/289.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
🏙️↕️↔️,big group,U+1F3D9 U+FE0F U+2195 U+FE0F U+2194 U+FE0F,0,6,./generated_img_dataset/test_google/290.png,0,user:  does this emoji sequence mean 'big group'? answer yes or no. assistant: no.
🥘🌯🌯🤑🤑💸💸,big man,U+1F958 U+1F32F U+1F32F U+1F911 U+1F911 U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/291.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🇷🇺,big man,U+1F1F7 U+1F1FA,0,6,./generated_img_dataset/test_google/292.png,0,<SKIPPED_OR_ERROR>
🪙🪙,big man,U+1FA99 U+1FA99,0,6,./generated_img_dataset/test_google/293.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big man,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/294.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big man,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/295.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🤝📆,big man,U+1F91D U+1F4C6,0,6,./generated_img_dataset/test_google/296.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big man,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/297.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big man,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/298.png,0,user:  does this emoji sequence mean 'big man'? answer yes or no. assistant: no.
👨‍💻💸,big city,U+1F468 U+200D U+1F4BB U+1F4B8,0,6,./generated_img_dataset/test_google/299.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🥘🌯🌯🤑🤑💸💸,big city,U+1F958 U+1F32F U+1F32F U+1F911 U+1F911 U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/300.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🗓️,big city,U+1F5D3 U+FE0F,0,6,./generated_img_dataset/test_google/301.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🧑‍🦱,big city,U+1F9D1 U+200D U+1F9B1,0,6,./generated_img_dataset/test_google/302.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🗣️💢,big city,U+1F5E3 U+FE0F U+1F4A2,0,6,./generated_img_dataset/test_google/303.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big city,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/304.png,1,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: yes.
👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦,big city,U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466 U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466 U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466 U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466 U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,0,6,./generated_img_dataset/test_google/305.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🦸🦸‍♂️,big city,U+1F9B8 U+1F9B8 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/test_google/306.png,0,user:  does this emoji sequence mean 'big city'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big tipper,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/307.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
👔📈,big tipper,U+1F454 U+1F4C8,0,6,./generated_img_dataset/test_google/308.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
🗣️💢,big tipper,U+1F5E3 U+FE0F U+1F4A2,0,6,./generated_img_dataset/test_google/309.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
💸💸,big tipper,U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/310.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big tipper,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/311.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
💸💸,big tipper,U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/312.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
👥👥👥,big tipper,U+1F465 U+1F465 U+1F465,0,6,./generated_img_dataset/test_google/313.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
😰☀️,big tipper,U+1F630 U+2600 U+FE0F,0,6,./generated_img_dataset/test_google/314.png,0,user:  does this emoji sequence mean 'big tipper'? answer yes or no. assistant: no.
📈💸,big day,U+1F4C8 U+1F4B8,0,6,./generated_img_dataset/test_google/315.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🏢🏢🏢📊🌍,big day,U+1F3E2 U+1F3E2 U+1F3E2 U+1F4CA U+1F30D,0,6,./generated_img_dataset/test_google/316.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🥘🌯🌯🤑🤑💸💸,big day,U+1F958 U+1F32F U+1F32F U+1F911 U+1F911 U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/317.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🏙️↕️↔️,big day,U+1F3D9 U+FE0F U+2195 U+FE0F U+2194 U+FE0F,0,6,./generated_img_dataset/test_google/318.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🤬🤬,big day,U+1F92C U+1F92C,0,6,./generated_img_dataset/test_google/319.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🏙️↕️↔️,big day,U+1F3D9 U+FE0F U+2195 U+FE0F U+2194 U+FE0F,0,6,./generated_img_dataset/test_google/320.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🏙️↕️↔️,big day,U+1F3D9 U+FE0F U+2195 U+FE0F U+2194 U+FE0F,0,6,./generated_img_dataset/test_google/321.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
💸💸💸,big day,U+1F4B8 U+1F4B8 U+1F4B8,0,6,./generated_img_dataset/test_google/322.png,0,user:  does this emoji sequence mean 'big day'? answer yes or no. assistant: no.
🥵🚰,hot doll,U+1F975 U+1F6B0,0,6,./generated_img_dataset/test_google/323.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
♨️💧🚰,hot doll,U+2668 U+FE0F U+1F4A7 U+1F6B0,0,6,./generated_img_dataset/test_google/324.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
:pouting_face:😤,hot doll,U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A U+1F624,0,6,./generated_img_dataset/test_google/325.png,0,<SKIPPED_OR_ERROR>
🥵🚰,hot doll,U+1F975 U+1F6B0,0,6,./generated_img_dataset/test_google/326.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
🥵💬,hot doll,U+1F975 U+1F4AC,0,6,./generated_img_dataset/test_google/327.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
🔥🏷️,hot doll,U+1F525 U+1F3F7 U+FE0F,0,6,./generated_img_dataset/test_google/328.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
👍🧸👕,hot doll,U+1F44D U+1F9F8 U+1F455,0,6,./generated_img_dataset/test_google/329.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
🔥🗣️,hot doll,U+1F525 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/test_google/330.png,0,user:  does this emoji sequence mean 'hot doll'? answer yes or no. assistant: no.
📛🌡️🫕,hot water,U+1F4DB U+1F321 U+FE0F U+1FAD5,0,6,./generated_img_dataset/test_google/331.png,1,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: yes.
♨️🪆,hot water,U+2668 U+FE0F U+1FA86,0,6,./generated_img_dataset/test_google/332.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
🥵🍳🔥,hot water,U+1F975 U+1F373 U+1F525,0,6,./generated_img_dataset/test_google/333.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
♨️🪆,hot water,U+2668 U+FE0F U+1FA86,0,6,./generated_img_dataset/test_google/334.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
🔥😐:pouting_face:,hot water,U+1F525 U+1F610 U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/335.png,0,<SKIPPED_OR_ERROR>
🔥🎁🎁,hot water,U+1F525 U+1F381 U+1F381,0,6,./generated_img_dataset/test_google/336.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
🌡️♨️🍳,hot water,U+1F321 U+FE0F U+2668 U+FE0F U+1F373,0,6,./generated_img_dataset/test_google/337.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
♨️🔥,hot water,U+2668 U+FE0F U+1F525,0,6,./generated_img_dataset/test_google/338.png,0,user:  does this emoji sequence mean 'hot water'? answer yes or no. assistant: no.
🔥🔥👕🥿🕶️,hot stove,U+1F525 U+1F525 U+1F455 U+1F97F U+1F576 U+FE0F,0,6,./generated_img_dataset/test_google/339.png,0,user:  does this emoji sequence mean 'hot stove'? answer yes or no. assistant: no.
🔥🎁🎁,hot stove,U+1F525 U+1F381 U+1F381,0,6,./generated_img_dataset/test_google/340.png,0,user:  does this emoji sequence mean 'hot stove'? answer yes or no. assistant: no.
🔥😐:pouting_face:,hot stove,U+1F525 U+1F610 U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/341.png,0,<SKIPPED_OR_ERROR>
🔥:pouting_face:,hot stove,U+1F525 U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/342.png,0,<SKIPPED_OR_ERROR>
☀️🎙️🗣️,hot stove,U+2600 U+FE0F U+1F399 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/test_google/343.png,0,user:  does this emoji sequence mean 'hot stove'? answer yes or no. assistant: no.
🔥🎁🎁,hot stove,U+1F525 U+1F381 U+1F381,0,6,./generated_img_dataset/test_google/344.png,0,user:  does this emoji sequence mean 'hot stove'? answer yes or no. assistant: no.
🔥🎁🎁,hot stove,U+1F525 U+1F381 U+1F381,0,6,./generated_img_dataset/test_google/345.png,0,user:  does this emoji sequence mean 'hot stove'? answer yes or no. assistant: no.
🔥😐:pouting_face:,hot stove,U+1F525 U+1F610 U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/346.png,0,<SKIPPED_OR_ERROR>
1️⃣🪆🎎,hot topic,U+31 U+FE0F U+20E3 U+1FA86 U+1F38E,0,6,./generated_img_dataset/test_google/347.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
🌡️🤒,hot topic,U+1F321 U+FE0F U+1F912,0,6,./generated_img_dataset/test_google/348.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
🔥😐:pouting_face:,hot topic,U+1F525 U+1F610 U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/349.png,0,<SKIPPED_OR_ERROR>
🔥🔥👕🥿🕶️,hot topic,U+1F525 U+1F525 U+1F455 U+1F97F U+1F576 U+FE0F,0,6,./generated_img_dataset/test_google/350.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
🔥🍳,hot topic,U+1F525 U+1F373,0,6,./generated_img_dataset/test_google/351.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
♨️💧🚰,hot topic,U+2668 U+FE0F U+1F4A7 U+1F6B0,0,6,./generated_img_dataset/test_google/352.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
👍🧸👕,hot topic,U+1F44D U+1F9F8 U+1F455,0,6,./generated_img_dataset/test_google/353.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
♨️🍳,hot topic,U+2668 U+FE0F U+1F373,0,6,./generated_img_dataset/test_google/354.png,0,user:  does this emoji sequence mean 'hot topic'? answer yes or no. assistant: no.
☀️🤒🌡️😷😴🥶,hot merchandise,U+2600 U+FE0F U+1F912 U+1F321 U+FE0F U+1F637 U+1F634 U+1F976,0,6,./generated_img_dataset/test_google/355.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🔥🗣️✖️🗣️✔️📢,hot merchandise,U+1F525 U+1F5E3 U+FE0F U+2716 U+FE0F U+1F5E3 U+FE0F U+2714 U+FE0F U+1F4E2,0,6,./generated_img_dataset/test_google/356.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🌡️♨️🍳,hot merchandise,U+1F321 U+FE0F U+2668 U+FE0F U+1F373,0,6,./generated_img_dataset/test_google/357.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🥵💬,hot merchandise,U+1F975 U+1F4AC,0,6,./generated_img_dataset/test_google/358.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
😤🤬🙅‍♂️🙅‍♂️,hot merchandise,U+1F624 U+1F92C U+1F645 U+200D U+2642 U+FE0F U+1F645 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/test_google/359.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🔥💦,hot merchandise,U+1F525 U+1F4A6,0,6,./generated_img_dataset/test_google/360.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🥵🤒🤒,hot merchandise,U+1F975 U+1F912 U+1F912,0,6,./generated_img_dataset/test_google/361.png,0,user:  does this emoji sequence mean 'hot merchandise'? answer yes or no. assistant: no.
🤬💬:pouting_face:,hot merchandise,U+1F92C U+1F4AC U+3A U+70 U+6F U+75 U+74 U+69 U+6E U+67 U+5F U+66 U+61 U+63 U+65 U+3A,0,6,./generated_img_dataset/test_google/362.png,0,<SKIPPED_OR_ERROR>
🥴🤒👨‍⚕️,hot temper,U+1F974 U+1F912 U+1F468 U+200D U+2695 U+FE0F,0,6,./generated_img_dataset/test_google/363.png,0,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: no.
🪆🔥🔥,hot temper,U+1FA86 U+1F525 U+1F525,0,6,./generated_img_dataset/test_google/364.png,1,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: yes.
🔥🗣️,hot temper,U+1F525 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/test_google/365.png,1,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: yes.
🔥💦,hot temper,U+1F525 U+1F4A6,0,6,./generated_img_dataset/test_google/366.png,1,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: yes.
🔥🛍️🧸👕👗✏️📔,hot temper,U+1F525 U+1F6CD U+FE0F U+1F9F8 U+1F455 U+1F457 U+270F U+FE0F U+1F4D4,0,6,./generated_img_dataset/test_google/367.png,0,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: no.
♨️🍳,hot temper,U+2668 U+FE0F U+1F373,0,6,./generated_img_dataset/test_google/368.png,0,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: no.
🗨️👕,hot temper,U+1F5E8 U+FE0F U+1F455,0,6,./generated_img_dataset/test_google/369.png,0,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: no.
🥵💬,hot temper,U+1F975 U+1F4AC,0,6,./generated_img_dataset/test_google/370.png,0,user:  does this emoji sequence mean 'hot temper'? answer yes or no. assistant: no.
♨️💧🚰,hot argument,U+2668 U+FE0F U+1F4A7 U+1F6B0,0,6,./generated_img_dataset/test_google/371.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
🔥🔊🗣️🗣️🤔🤔👍👎,hot argument,U+1F525 U+1F50A U+1F5E3 U+FE0F U+1F5E3 U+FE0F U+1F914 U+1F914 U+1F44D U+1F44E,0,6,./generated_img_dataset/test_google/372.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
🔥🎁🎁,hot argument,U+1F525 U+1F381 U+1F381,0,6,./generated_img_dataset/test_google/373.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
📛🌡️🫕,hot argument,U+1F4DB U+1F321 U+FE0F U+1FAD5,0,6,./generated_img_dataset/test_google/374.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
👍🧸👕,hot argument,U+1F44D U+1F9F8 U+1F455,0,6,./generated_img_dataset/test_google/375.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
🥵👧,hot argument,U+1F975 U+1F467,0,6,./generated_img_dataset/test_google/376.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
♨️🎛️🔥,hot argument,U+2668 U+FE0F U+1F39B U+FE0F U+1F525,0,6,./generated_img_dataset/test_google/377.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
🥵🧸,hot argument,U+1F975 U+1F9F8,0,6,./generated_img_dataset/test_google/378.png,0,user:  does this emoji sequence mean 'hot argument'? answer yes or no. assistant: no.
♨️💧,hot forehead,U+2668 U+FE0F U+1F4A7,0,6,./generated_img_dataset/test_google/379.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
🤬🗣️📣,hot forehead,U+1F92C U+1F5E3 U+FE0F U+1F4E3,0,6,./generated_img_dataset/test_google/380.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
1️⃣🪆🎎,hot forehead,U+31 U+FE0F U+20E3 U+1FA86 U+1F38E,0,6,./generated_img_dataset/test_google/381.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
1️⃣🪆🎎,hot forehead,U+31 U+FE0F U+20E3 U+1FA86 U+1F38E,0,6,./generated_img_dataset/test_google/382.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
1️⃣🪆🎎,hot forehead,U+31 U+FE0F U+20E3 U+1FA86 U+1F38E,0,6,./generated_img_dataset/test_google/383.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
1️⃣🪆🎎,hot forehead,U+31 U+FE0F U+20E3 U+1FA86 U+1F38E,0,6,./generated_img_dataset/test_google/384.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
🤩💬,hot forehead,U+1F929 U+1F4AC,0,6,./generated_img_dataset/test_google/385.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
💢🤬,hot forehead,U+1F4A2 U+1F92C,0,6,./generated_img_dataset/test_google/386.png,0,user:  does this emoji sequence mean 'hot forehead'? answer yes or no. assistant: no.
⛽🏫,full game,U+26FD U+1F3EB,0,6,./generated_img_dataset/test_google/387.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
🥛🈵,full game,U+1F95B U+1F235,0,6,./generated_img_dataset/test_google/388.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
🈵🏫,full game,U+1F235 U+1F3EB,0,6,./generated_img_dataset/test_google/389.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
🚰✅,full game,U+1F6B0 U+2705,0,6,./generated_img_dataset/test_google/390.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
💯❗,full game,U+1F4AF U+2757,0,6,./generated_img_dataset/test_google/391.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
💯❗,full game,U+1F4AF U+2757,0,6,./generated_img_dataset/test_google/392.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
🙋‍♂️🦻🏫,full game,U+1F64B U+200D U+2642 U+FE0F U+1F9BB U+1F3EB,0,6,./generated_img_dataset/test_google/393.png,0,user:  does this emoji sequence mean 'full game'? answer yes or no. assistant: no.
👍🎮,full auditorium,U+1F44D U+1F3AE,0,6,./generated_img_dataset/test_google/394.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
💯🆓🎮,full auditorium,U+1F4AF U+1F193 U+1F3AE,0,6,./generated_img_dataset/test_google/395.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
♥️👨‍👩‍👧‍👦💼💰💰💰💯,full auditorium,U+2665 U+FE0F U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466 U+1F4BC U+1F4B0 U+1F4B0 U+1F4B0 U+1F4AF,0,6,./generated_img_dataset/test_google/396.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
😆🥳💑,full auditorium,U+1F606 U+1F973 U+1F491,0,6,./generated_img_dataset/test_google/397.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
💯🥛,full auditorium,U+1F4AF U+1F95B,0,6,./generated_img_dataset/test_google/398.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
😆🥳💑,full auditorium,U+1F606 U+1F973 U+1F491,0,6,./generated_img_dataset/test_google/399.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
♥️👨‍👩‍👧‍👦💼💰💰💰💯,full auditorium,U+2665 U+FE0F U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466 U+1F4BC U+1F4B0 U+1F4B0 U+1F4B0 U+1F4AF,0,6,./generated_img_dataset/test_google/400.png,0,user:  does this emoji sequence mean 'full auditorium'? answer yes or no. assistant: no.
🕛👾,full attention,U+1F55B U+1F47E,0,6,./generated_img_dataset/test_google/401.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
🥰☺️🏡,full attention,U+1F970 U+263A U+FE0F U+1F3E1,0,6,./generated_img_dataset/test_google/402.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
💯🥛,full attention,U+1F4AF U+1F95B,0,6,./generated_img_dataset/test_google/403.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
👩‍💻👨‍💻🏫,full attention,U+1F469 U+200D U+1F4BB U+1F468 U+200D U+1F4BB U+1F3EB,0,6,./generated_img_dataset/test_google/404.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
🥰☺️🏡,full attention,U+1F970 U+263A U+FE0F U+1F3E1,0,6,./generated_img_dataset/test_google/405.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
👩‍💻👨‍💻🏫,full attention,U+1F469 U+200D U+1F4BB U+1F468 U+200D U+1F4BB U+1F3EB,0,6,./generated_img_dataset/test_google/406.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
🎫🧑👨🧑‍🦱👩‍🦱🈵,full attention,U+1F3AB U+1F9D1 U+1F468 U+1F9D1 U+200D U+1F9B1 U+1F469 U+200D U+1F9B1 U+1F235,0,6,./generated_img_dataset/test_google/407.png,0,user:  does this emoji sequence mean 'full attention'? answer yes or no. assistant: no.
❌🛸🏟️,full glass,U+274C U+1F6F8 U+1F3DF U+FE0F,0,6,./generated_img_dataset/test_google/408.png,0,user:  does this emoji sequence mean 'full glass'? answer yes or no. assistant: no.
🎯🏀,full glass,U+1F3AF U+1F3C0,0,6,./generated_img_dataset/test_google/409.png,0,user:  does this emoji sequence mean 'full glass'? answer yes or no. assistant: no.
