sent1,sent2,label,strategy
😬📋1️⃣2️⃣3️⃣,common man,0,6
👥⛰️,common man,0,6
🪰,common man,0,6
▶️🧠,common man,0,6
🌎🇦🇽🇮🇴🇻🇬🇧🇶🇧🇶🇰🇾,common man,0,6
👥🪰🪳🕷️👥,common parlance,0,6
👥📚📖👥,common parlance,0,6
🤝🏝️,common parlance,0,6
▶️👦👦👦,common parlance,0,6
👨‍✈️⚓,common parlance,0,6
👥🪰🪳🕷️👥,common parlance,0,6
🤬,common parlance,0,6
▶️👦👦👦,common parlance,0,6
🏞️,common brand,0,6
🥸👫🤲,common brand,0,6
👥💉🩺🩹🩸🧑‍⚕️👥,common brand,0,6
📓📔💬💭,common brand,0,6
🤲🤝,common brand,0,6
📓📔💬💭,common brand,0,6
👥💉🩺🩹🩸🧑‍⚕️👥,common brand,0,6
😬📋1️⃣2️⃣3️⃣,common brand,0,6
💥🏋️,heavy metal,0,6
🏋🏻🚜🧳,heavy metal,0,6
🌫️😶‍🌫️,heavy metal,0,6
💥🏋️,heavy metal,0,6
🌫️💨,heavy metal,0,6
💪👛,heavy metal,0,6
🌫️🌁✖️💯,heavy metal,0,6
🤘,heavy load,0,6
🏋️⚙️,heavy load,0,6
🏋🏻🛠️⚓🔗🔩⚔️,heavy load,0,6
⚒️⛓️,heavy load,0,6
🌫️😶‍🌫️,heavy load,0,6
😓😶‍🌫️,heavy load,0,6
🌫️🤨,heavy load,0,6
⚖️⚙️,heavy fog,0,6
⚒️⛓️,heavy fog,0,6
🏋️🎒,heavy fog,0,6
😓📦,heavy fog,0,6
🏋🏻🛠️⚓🔗🔩⚔️,heavy fog,0,6
⚖️🔗,heavy fog,0,6
⚒️⛓️,heavy fog,0,6
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample food,0,6
🙆🏻‍♀️🩳,ample food,0,6
😊,ample food,0,6
🤰📈,ample food,0,6
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample food,0,6
📉📋✅,ample food,0,6
🍏🍌🥐🌮🥪🥨🧀🥚🥞🥬🌶️🍢🧋🌰🍪🎂🥂🍨,ample food,0,6
👌🏻🔒,ample food,0,6
🤌🏻👗,ample supply,0,6
🍔🌭🌮😊,ample supply,0,6
👌🏻🍽️🍎,ample supply,0,6
👌🏻🍽️🍎,ample supply,0,6
👌🏻🍽️🍎,ample supply,0,6
👐🤰,ample supply,0,6
💸🏦💵🪙💰💹🏧💲💳🤑,ample supply,0,6
🤰📈,ample supply,0,6
👌🏻🔒,ample waistline,0,6
👐📈,ample waistline,0,6
👐📈,ample waistline,0,6
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample waistline,0,6
📉📋✅,ample waistline,0,6
📉📋✅,ample waistline,0,6
👐😋,ample waistline,0,6
👐📈,ample waistline,0,6
👍🤬,remarkable sight,0,6
😤🗣️💬,remarkable sight,0,6
👍😠:pouting_face:😤,remarkable sight,0,6
👍😠:pouting_face:😤,remarkable sight,0,6
👍🤬,remarkable sight,0,6
👍🚪,remarkable sight,0,6
👍🚪,remarkable sight,0,6
🗣️🧏‍♀️👍,remarkable sight,0,6
😥😟,dull mood,0,6
😑🥱📆,dull mood,0,6
😥😟,dull mood,0,6
😥😟,dull mood,0,6
😥😟,dull mood,0,6
🌫️🪙,dull mood,0,6
😥😟,dull mood,0,6
🌫️,dull mood,0,6
😑🥱📆,dull play,0,6
😑🥱📆,dull play,0,6
▪️💍,dull play,0,6
👎🌟,dull play,0,6
🌫️🥈,dull play,0,6
🌫️⭐,dull play,0,6
👎🌟,dull play,0,6
🌫️🌟,dull play,0,6
💡❌🌟,dull sky,0,6
👎🌟,dull sky,0,6
😓,dull sky,0,6
🥈😔,dull sky,0,6
🥈⚙️🌑,dull sky,0,6
💡🕶️😒,dull sky,0,6
🥈😔,dull sky,0,6
🌫️🥈,dull sky,0,6
😑:pinata:🧸,dull silver,0,6
💡❌🌟,dull silver,0,6
💡❌🌟,dull silver,0,6
😒🌫️,dull silver,0,6
💡❌🌟,dull silver,0,6
😑🥱⚽,dull silver,0,6
🌑🌃,dull silver,0,6
❌💡🕯️,dull silver,0,6
🥈⚙️🌑,dull day,0,6
🌑🌃,dull day,0,6
👎🌟,dull day,0,6
🌑🌃,dull day,0,6
🌫️🪙,dull day,0,6
🌑🌃,dull day,0,6
😔😪,dull day,0,6
😑:pinata:🧸,dull day,0,6
🌫️🍴🥄,dull glow,0,6
🥈⚙️🌑,dull glow,0,6
💍❌🌟,dull glow,0,6
😒⚽,dull glow,0,6
😑🥱📆,dull glow,0,6
😑📅,dull glow,0,6
💍❌🌟,dull glow,0,6
😑:pinata:🧸,dull glow,0,6
🛋️☕🖥️,cozy nook,0,6
🛋️☕🖥️,cozy nook,0,6
😴🛋️,cozy nook,0,6
🛋️☕🖥️,cozy nook,0,6
🛏️🛋️:zzz:🕯️,cozy nook,0,6
😊🏠,cozy nook,0,6
🛋️☕🖥️,cozy nook,0,6
🛋️☕🖥️,cozy nook,0,6
🥰🛋️,cozy room,0,6
😴🛋️,cozy room,0,6
🥰🛋️,cozy room,0,6
🥰🛋️,cozy room,0,6
😄,cozy room,0,6
🥰🛋️,cozy room,0,6
🥰🛋️,cozy room,0,6
🍁🍂🔥,cozy room,0,6
↘️🙇🙇‍♀️🙇‍♂️,low hill,0,6
↘️💲💸,low hill,0,6
↘️🙇🙇‍♀️🙇‍♂️,low hill,0,6
↘️🙇🙇‍♀️🙇‍♂️,low hill,0,6
🔻🪑🛋️,low hill,0,6
↘️🙇‍♀️,low hill,0,6
↘️🙇🙇‍♀️🙇‍♂️,low hill,0,6
↘️☁️,low hill,0,6
↘️🙇🙇‍♀️🙇‍♂️,low sun,0,6
↘️🏔️,low sun,0,6
🙅‍♀️🙅‍♀️🙅‍♀️,low sun,0,6
↘️☁️,low sun,0,6
↘️💲💸,low sun,0,6
↘️👎🙁😦,low sun,0,6
↘️💺🛏️,low sun,0,6
⬇️🚣‍♀️🌊,low sun,0,6
💧🧊❄️,low supply,0,6
⬇️☁️,low supply,0,6
🔻🪑🛋️,low supply,0,6
↘️☀️🌞🌥️🔅,low supply,0,6
💧🧊❄️,low supply,0,6
🤑🤑🤑🧧,low supply,0,6
↘️☀️🌞🌥️🔅,low supply,0,6
🏠💥,low supply,0,6
↘️🙇🙇‍♀️🙇‍♂️,low cloud,0,6
🪑🪑⬇️,low cloud,0,6
💲🤑🤑,low cloud,0,6
⬇️0️⃣,low cloud,0,6
↘️🙇🙇‍♀️🙇‍♂️,low cloud,0,6
↘️👎🙁😦,low cloud,0,6
↘️💲💸,low cloud,0,6
↘️💺🛏️,low cloud,0,6
↘️💺🛏️,low ceiling,0,6
👇☁️,low ceiling,0,6
🌛↘️,low ceiling,0,6
🔻🗻,low ceiling,0,6
↘️💺🛏️,low ceiling,0,6
🏔️,low ceiling,0,6
⬇️☁️,low ceiling,0,6
📉📦,low ceiling,0,6
🙅‍♀️🙅‍♀️🙅‍♀️,low bow,0,6
🌛↘️,low bow,0,6
↘️🏔️,low bow,0,6
🌅🌅🌅,low bow,0,6
🔻☁️,low bow,0,6
↘️🌫️,low bow,0,6
🔻🏢,low bow,0,6
📉📉,low bow,0,6
↘️🙇🙇‍♀️🙇‍♂️,low reservoir,0,6
↘️🙇🙇‍♀️🙇‍♂️,low reservoir,0,6
😱🛍️🛒,low reservoir,0,6
↘️🙇🙇‍♀️🙇‍♂️,low reservoir,0,6
↘️🛋️,low reservoir,0,6
💲🤑🤑,low reservoir,0,6
💧🧊❄️,low reservoir,0,6
↘️🏘️,low reservoir,0,6
↘️🙇🙇‍♀️🙇‍♂️,low price,0,6
🔻🪑🛋️,low price,0,6
↘️👎🙁😦,low price,0,6
↘️🙇🙇‍♀️🙇‍♂️,low price,0,6
↘️🙇🙇‍♀️🙇‍♂️,low price,0,6
💧🧊❄️,low price,0,6
⬇️🚣‍♀️🌊,low price,0,6
↘️🏘️,low price,0,6
↘️🙇🙇‍♀️🙇‍♂️,low furniture,0,6
↘️🙇🙇‍♀️🙇‍♂️,low furniture,0,6
↘️🙇🙇‍♀️🙇‍♂️,low furniture,0,6
⬇️💲,low furniture,0,6
↘️💲💸,low furniture,0,6
🏠💥,low furniture,0,6
↘️💲💸,low furniture,0,6
📉☀️,low furniture,0,6
⚖️❗❗❗,critical illness,0,6
⚛️🧫‼️,critical illness,0,6
🚨🏋️‍♀️,critical illness,0,6
🔥💧❄️⚡🐉,critical illness,0,6
🚨🌡️,critical illness,0,6
🤏⚛️❗,critical illness,0,6
😰😰,critical illness,0,6
❗🌡️,critical illness,0,6
❌🍞☠️,critical mass,0,6
📈📉❗❗,critical mass,0,6
🚨📉,critical mass,0,6
📈📉❗❗,critical mass,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical mass,0,6
📈📉❗❗,critical mass,0,6
😰😰,critical mass,0,6
❗❗🌡️🌡️🌡️,critical mass,0,6
⚖️⚠️⚠️,critical stage,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical stage,0,6
🉐🆘,critical stage,0,6
🗝️⚠️⚠️,critical stage,0,6
🤒🏥,critical stage,0,6
❗🌡️,critical stage,0,6
🤢🤢,critical stage,0,6
⚖️❗❗❗,critical stage,0,6
⚖️❗❗❗,critical temperature,0,6
⚖️⚠️⚠️,critical temperature,0,6
⌛❌🧺,critical temperature,0,6
🗝️⚠️⚠️,critical temperature,0,6
🤒🚨,critical temperature,0,6
⚛️🧫‼️,critical temperature,0,6
🗝️⚠️⚠️,critical temperature,0,6
❗🚶,critical temperature,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical shortage,0,6
⚖️❗❗❗,critical shortage,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical shortage,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical shortage,0,6
‼️⚖️,critical shortage,0,6
📈❗,critical shortage,0,6
👩‍🔬❗,critical shortage,0,6
⚖️👩‍⚖️👨‍⚖️,critical shortage,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical element,0,6
🤕🧑‍⚕️💊😷🦠🪦,critical element,0,6
⚖️⚠️⚠️,critical element,0,6
⚖️❗❗❗,critical element,0,6
😰😰,critical element,0,6
❗❗🌡️🌡️🌡️,critical element,0,6
😷🤒🤕,critical element,0,6
🤮🤒🌡️🌡️,critical element,0,6
💨👁️❌,thick soup,0,6
🍦🍦🍦,thick soup,0,6
✈️🙈,thick soup,0,6
🧴💪,thick soup,0,6
💨🚬,thick soup,0,6
🌫️🌫️🌫️,thick soup,0,6
💨🚬,thick soup,0,6
💨,thick soup,0,6
🥫🍦,thick smoke,0,6
📏🍦🍦,thick smoke,0,6
🍦🍦🍦,thick smoke,0,6
📏🥣,thick smoke,0,6
🌫️🌫️🌫️,thick smoke,0,6
📏🌫️🌫️🌫️🌁🌁,thick smoke,0,6
🍦🥫🍦🍦🍦🍦,thick smoke,0,6
🧁,thick smoke,0,6
🫕🫕🫕,thick cream,0,6
🌫️😶‍🌫️,thick cream,0,6
📏🌫️🌫️🌫️🌁🌁,thick cream,0,6
🥣,thick cream,0,6
💦🥣,thick cream,0,6
🌫️🌫️,thick cream,0,6
💨👁️❌,thick cream,0,6
💨,thick cream,0,6
💦🥣,thick fog,0,6
💨👁️❌,thick fog,0,6
🔥💨💨💨💨,thick fog,0,6
🌋🌋🌋😷,thick fog,0,6
📏🥣,thick fog,0,6
📏🍦🍦,thick fog,0,6
💨💨💨😤🌋🚬😤,thick fog,0,6
🍦,thick fog,0,6
🙅‍♀️🛣️,wrong paper,0,6
❌ℹ️,wrong paper,0,6
❌🛣️,wrong paper,0,6
🙅‍♂️🤔,wrong paper,0,6
🙅‍♀️💔,wrong paper,0,6
❌📝📋,wrong paper,0,6
🙅‍♀️🛣️,wrong paper,0,6
🙅‍♀️🕰️,wrong paper,0,6
❌📝📋,wrong road,0,6
❌💊🤒,wrong road,0,6
🙅👩‍❤️‍💋‍👨💔,wrong road,0,6
❌📃,wrong road,0,6
👎📝,wrong road,0,6
❌📝📋,wrong road,0,6
❌💊🤒,wrong road,0,6
❌⏱️⏰,wrong road,0,6
❌⏰,wrong cheating,0,6
🙅‍♀️🛣️,wrong cheating,0,6
🙅‍♂️🤔,wrong cheating,0,6
❌📄,wrong cheating,0,6
🙅‍♂️💊,wrong cheating,0,6
❌ℹ️,wrong cheating,0,6
🙅‍♂️📑🗂️,wrong cheating,0,6
🤦⌚,wrong cheating,0,6
❌🛣️,wrong way,0,6
❌📃,wrong way,0,6
❌🤔,wrong way,0,6
❌ℹ️,wrong way,0,6
🙅‍♂️😈🤫✍️📄📚💯,wrong way,0,6
❌🧠,wrong way,0,6
🙅‍♂️🛣️,wrong way,0,6
❌🛣️,wrong way,0,6
🙅‍♂️⏱️,wrong medicine,0,6
❌ℹ️,wrong medicine,0,6
❌🛣️,wrong medicine,0,6
❌📃,wrong medicine,0,6
👎📝,wrong medicine,0,6
❌📃,wrong medicine,0,6
🙅‍♂️🛣️,wrong medicine,0,6
❌ℹ️,wrong medicine,0,6
❌🛣️,wrong information,0,6
❌💊🤒,wrong information,0,6
❌💊,wrong information,0,6
❌↗️🗺️,wrong information,0,6
❌👀🧠,wrong information,0,6
🙅👩‍❤️‍💋‍👨💔,wrong information,0,6
❌💊,wrong information,0,6
❌💊,wrong information,0,6
❌🛣️,wrong assumption,0,6
🙅‍♀️🛣️,wrong assumption,0,6
❌🛣️,wrong assumption,0,6
❌⏰,wrong assumption,0,6
🙅‍♀️🛣️,wrong assumption,0,6
❌⏰,wrong assumption,0,6
❌🛣️,wrong assumption,0,6
🤦⌚,wrong assumption,0,6
🙅‍♀️🛣️,wrong time,0,6
🙅‍♂️📄,wrong time,0,6
❌📃,wrong time,0,6
❌👀🧠,wrong time,0,6
❌💭❓,wrong time,0,6
❌👀🧠,wrong time,0,6
❌💊🤒,wrong time,0,6
😏👎,wrong time,0,6
♨️🦶🦵👃👂🖐️,warm support,0,6
🧥🥵,warm support,0,6
♨️⚖️,warm support,0,6
👄🤯,warm support,0,6
🥵🥼,warm support,0,6
🤒,warm support,0,6
♨️🤗🤝,warm support,0,6
🌡️🗣️🗣️,warm support,0,6
👍🧥❌🥶,warm greeting,0,6
🧠🗣️💥,warm greeting,0,6
🌡️🏠,warm greeting,0,6
👪🥰,warm greeting,0,6
👊🧑‍🤝‍🧑,warm greeting,0,6
🗣️🔥🗣️,warm greeting,0,6
☀️🌡️📈,warm greeting,0,6
🥵🤝👋,warm greeting,0,6
👍🧥❌🥶,warm debate,0,6
🌡️🧍,warm debate,0,6
🥰👭,warm debate,0,6
👍🧥❌🥶,warm debate,0,6
♨️🦶🦵👃👂🖐️,warm debate,0,6
😊👋,warm debate,0,6
👊🧑‍🤝‍🧑,warm debate,0,6
☀️🌡️📈,warm debate,0,6
🌡️🗣️🗣️,warm room,0,6
🗣️🔥🗣️,warm room,0,6
🌡️🫂,warm room,0,6
🥵👋,warm room,0,6
🧥,warm room,0,6
🥰,warm room,0,6
🥵🥼,warm room,0,6
🗣️🔥🗣️,warm room,0,6
🥵🌡️🏚️,warm body,0,6
🥵👋,warm body,0,6
🌤️,warm body,0,6
🌤️,warm body,0,6
🥰,warm body,0,6
🧥,warm body,0,6
👪🥰,warm body,0,6
♨️🙂👤,warm body,0,6
🌡️🚺🚹,warm climate,0,6
👊🧑‍🤝‍🧑,warm climate,0,6
👄🤯,warm climate,0,6
👄🤯,warm climate,0,6
🧥,warm climate,0,6
🧥,warm climate,0,6
🌡️🫂,warm climate,0,6
😁🥳,warm climate,0,6
🥵🌡️🏚️,warm coat,0,6
🥵🏡,warm coat,0,6
🥵🏡,warm coat,0,6
🌡️🧍‍♂️,warm coat,0,6
♨️⚖️,warm coat,0,6
🥵,warm coat,0,6
🥵,warm coat,0,6
🧠🗣️💥,warm coat,0,6
👍🧥❌🥶,warm personality,0,6
🌡️🥼,warm personality,0,6
🧠🗣️💥,warm personality,0,6
💥🧠,warm personality,0,6
🌡️🗣️🗣️,warm personality,0,6
🌤️,warm personality,0,6
🤒🥵🔥☀️,warm personality,0,6
🤒,warm personality,0,6
🌬️🍃👍,clear complexion,0,6
🥃✨,clear complexion,0,6
💧⚪,clear complexion,0,6
👍🏻🌬️,clear complexion,0,6
🔎🥛,clear complexion,0,6
🔪❓🔬💡✔️,clear complexion,0,6
👀🗣️,clear complexion,0,6
🔎💼,clear indication,0,6
📑👍🏻,clear indication,0,6
💧💧✨,clear indication,0,6
✔️💡,clear indication,0,6
👓🔍✨✨,clear indication,0,6
💬😲🆗,clear indication,0,6
👍💦💧,clear indication,0,6
📂,clear air,0,6
📶😮✨👍,clear air,0,6
👩‍🏫💯🗣️,clear air,0,6
🤔💭💡✅,clear air,0,6
👓🔍✨✨,clear air,0,6
📶😮✨👍,clear air,0,6
🕵️✂️📜,clear air,0,6
🔎🗣️,clear case,0,6
👍💦💧,clear case,0,6
😌✨✨,clear case,0,6
✔️✍️,clear case,0,6
🌬️🍃👍,clear case,0,6
👨🚰🥗🪞✨,clear case,0,6
🌬️,clear case,0,6
✔️💼,clear idea,0,6
👍💦💧,clear idea,0,6
😲😲🆗,clear idea,0,6
✔️💧,clear idea,0,6
🌬️🍃👍,clear idea,0,6
💨✨❌🦠,clear idea,0,6
👍💦💧,clear idea,0,6
🪟💼,clear explanation,0,6
👓🔍✨✨,clear explanation,0,6
👍💦💧,clear explanation,0,6
💧💧🔬✨❌🦠,clear explanation,0,6
💧💧✨,clear explanation,0,6
🗣️👍🏻,clear explanation,0,6
🌬️🍃👍,clear explanation,0,6
👍🏻🌬️,clear glass,0,6
💬😲🆗,clear glass,0,6
👀🗣️,clear glass,0,6
✔️✍️,clear glass,0,6
💬😲🆗,clear glass,0,6
💬✔️❌❓,clear glass,0,6
📜🔎,clear glass,0,6
✔️🗣️,clear water,0,6
💬😲🆗,clear water,0,6
🧠😲🆗,clear water,0,6
🕵️✂️📜,clear water,0,6
💬😲🆗,clear water,0,6
🕵️✂️📜,clear water,0,6
😲😲🆗,clear water,0,6
🔮👓,clear-cut evidence,0,6
👍💦💧,clear-cut evidence,0,6
🍃❌🚬🧹,clear-cut evidence,0,6
🤔❔👨‍🏫🗣️💡✅😀,clear-cut evidence,0,6
👓🔍✨✨,clear-cut evidence,0,6
💧💧🔬✨❌🦠,clear-cut evidence,0,6
👍🏻🌬️,clear-cut evidence,0,6
⁉️⁉️❓❔🤷‍♀️🤷🤷‍♂️,unclear action,0,6
🗣️❓⁉️🤔🤷,unclear action,0,6
😵‍💫🤔,unclear action,0,6
😵‍💫🤨❓,unclear action,0,6
🤷‍♀️🗣️,unclear action,0,6
🤷‍♀️🗣️,unclear action,0,6
🧐❓,unclear action,0,6
⏬🧐🤓,deep trance,0,6
🕳️😮‍💨,deep trance,0,6
😮‍💨,deep trance,0,6
🕳️🛌,deep trance,0,6
🤬🤯😭😔,deep trance,0,6
🗣️🧏‍♂️,deep trance,0,6
🤕✂️,deep trance,0,6
🔪🔪🔪,deep trance,0,6
😵😵😵,deep sigh,0,6
🤔🤔,deep sigh,0,6
🧐🤯,deep sigh,0,6
📖,deep sigh,0,6
😴🛌:zzz::zzz:,deep sigh,0,6
🕳️😋,deep sigh,0,6
😮‍💨,deep sigh,0,6
🧐👩‍💻✏️,deep sigh,0,6
😮‍💨,deep cut,0,6
🧐👩‍💻✏️,deep cut,0,6
😴😴😴,deep cut,0,6
😴😴:zzz::zzz:,deep cut,0,6
😵‍💫,deep cut,0,6
😴😪🛌,deep cut,0,6
😵,deep cut,0,6
😭🌊,deep cut,0,6
📖,deep voice,0,6
👃💨,deep voice,0,6
🩸🤕,deep voice,0,6
🤕✂️,deep voice,0,6
🧐👩‍💻✏️,deep voice,0,6
🕳️👀,deep voice,0,6
🤔🧐,deep voice,0,6
😴😪🛌,deep voice,0,6
⏬🧐🤓,deep emotion,0,6
😞😞,deep emotion,0,6
🤕✂️,deep emotion,0,6
🤔🗣️,deep emotion,0,6
⏬🧐🤓,deep emotion,0,6
🧘‍♂️,deep emotion,0,6
😵,deep emotion,0,6
😮‍💨😥😕,deep emotion,0,6
🗣️🔊🔽,deep concentration,0,6
😵‍💫😶,deep concentration,0,6
🔪🔪🔪,deep concentration,0,6
☝️🔪🩸🩸,deep concentration,0,6
⏬😢😭,deep concentration,0,6
🗣️,deep concentration,0,6
😮‍💨,deep concentration,0,6
🕳️😋,deep concentration,0,6
🗣️🔊🔽,deep sleep,0,6
🧐👩‍💻✏️,deep sleep,0,6
🔪🔪🔪,deep sleep,0,6
🩸😱😵🔪,deep sleep,0,6
🩸😱😵🔪,deep sleep,0,6
😤🌬️,deep sleep,0,6
😮‍💨😮‍💨,deep sleep,0,6
📃📄🤓😵‍💫,deep sleep,0,6
🤔🤔,deep breath,0,6
🩸🤕,deep breath,0,6
🕳️😮‍💨,deep breath,0,6
🤕✂️,deep breath,0,6
😵‍💫😶,deep breath,0,6
🕳️✂️,deep breath,0,6
🗣️👨‍🦳,deep breath,0,6
😴😪🛌,deep breath,0,6
❄️💨,cool drink,0,6
🧊🏤,cool drink,0,6
😐👋,cool drink,0,6
🤜🤛🤝,cool drink,0,6
💨👬,cool drink,0,6
😐👋,cool drink,0,6
🌡️🥶🏠,cool drink,0,6
💨👬,cool drink,0,6
🆒🍃,cool relation,0,6
❄️💨,cool relation,0,6
💨🛌,cool relation,0,6
🧊🍹🍺,cool relation,0,6
🧊🏠,cool relation,0,6
💨👩🖥️,cool relation,0,6
🧊🍾,cool relation,0,6
🧊🏠,cool relation,0,6
💨👬,cool reception,0,6
🧊🏠,cool reception,0,6
❄️💨,cool reception,0,6
🧊🏠,cool reception,0,6
🆒👫,cool reception,0,6
❄️💨,cool reception,0,6
🧊🌬️💨,cool reception,0,6
🌡️🥶🏠,cool reception,0,6
🆒🧑‍🤝‍🧑,cool room,0,6
💨👩🖥️,cool room,0,6
🆒🏨🛎️☎️,cool room,0,6
🧍‍♀️🎙️☎️,cool room,0,6
🆒🥤,cool room,0,6
🆒👫,cool room,0,6
💨👬,cool room,0,6
💨🥤,cool room,0,6
🤜🤛🤝,cool breeze,0,6
🆒🏠,cool breeze,0,6
😐👋,cool breeze,0,6
😐👋,cool breeze,0,6
🆒🛋️,cool breeze,0,6
🧍‍♀️🎙️☎️,cool breeze,0,6
🆒💁,cool breeze,0,6
🧊🧍‍♂️🧍‍♀️,cool breeze,0,6
🤷🚈📋,inadequate income,0,6
🤵🤵‍♂️❌,inadequate income,0,6
❌🧑‍🏫,inadequate income,0,6
❌💁,inadequate income,0,6
🔻👩‍💼👨‍💼,inadequate income,0,6
⚠️🏃‍♀️💪🏋️,inadequate income,0,6
❌🤵,inadequate income,0,6
❌🧑‍🏫,inadequate income,0,6
⚠️🧑‍🏫👩‍🏫👨‍🏫,inadequate training,0,6
😞💰,inadequate training,0,6
⚠️🧑‍🏫👩‍🏫👨‍🏫,inadequate training,0,6
🤏👬🧑‍🤝‍🧑,inadequate training,0,6
🔻👩‍💼👨‍💼,inadequate training,0,6
❌💰👛,inadequate training,0,6
🤞💵,inadequate training,0,6
🤷💸🏘️,inadequate training,0,6
❌🧑‍🏫,inadequate staff,0,6
👎🏋️‍♀️,inadequate staff,0,6
👎🏋️‍♀️,inadequate staff,0,6
📉💰,inadequate staff,0,6
🤞💵,inadequate staff,0,6
🤷💸🏘️,inadequate staff,0,6
🤵🤵‍♂️❌,inadequate staff,0,6
❌🧑‍🏫,inadequate staff,0,6
👍🔦,idyllic life,0,6
✨🏞️,idyllic life,0,6
😃🕶️🌴,idyllic life,0,6
😁🌥️🍱🏕️,idyllic life,0,6
🎉🙌💯🏖️,idyllic life,0,6
👩🌴🧉,idyllic life,0,6
😃🕶️🌴,idyllic life,0,6
😃🕶️🌴,idyllic life,0,6
😁🏡🛌,idyllic spot,0,6
🎉🙌💯👨‍👩‍👧‍👦,idyllic spot,0,6
👩🥱😴,idyllic spot,0,6
🎉🙌💯👨‍👩‍👧‍👦,idyllic spot,0,6
🧖‍♀️💆‍♂️🧖‍♂️😇,idyllic spot,0,6
👩🥱😴,idyllic spot,0,6
💁💁‍♀️👜💸,idyllic spot,0,6
💁💁‍♀️👜💸,idyllic spot,0,6
🏡🥰🍼👶💰,domestic worry,0,6
🏠🧹,domestic worry,0,6
🏠🐕,domestic worry,0,6
🏠🐄🐐🦮🐔🏠,domestic worry,0,6
🏠😃,domestic worry,0,6
🏠🧹,domestic worry,0,6
🏠😄,domestic worry,0,6
👧😁😂,domestic worry,0,6
🏠🙍‍♀️,domestic happiness,0,6
🏠🧹,domestic happiness,0,6
🏠🥺,domestic happiness,0,6
😟🏚️💸🥣👶,domestic happiness,0,6
🏠🧹,domestic happiness,0,6
🏠🐶🐱,domestic happiness,0,6
😟🏚️💸🥣👶,domestic happiness,0,6
🐶🐱🐰,domestic happiness,0,6
😟🏚️💸🥣👶,domestic chore,0,6
👧😟😰,domestic chore,0,6
🏠🥰,domestic chore,0,6
🏠🐶🐱😍,domestic chore,0,6
🏠🥺,domestic chore,0,6
😟🏚️💸🥣👶,domestic chore,0,6
🏡🥺😟,domestic chore,0,6
🏠🙍‍♀️,domestic chore,0,6
😤🧹🧽🗑️,domestic animal,0,6
🏠🥰,domestic animal,0,6
🏠🙍‍♀️,domestic animal,0,6
🏠🙍‍♀️,domestic animal,0,6
😀😃😄,domestic animal,0,6
😀😃😄,domestic animal,0,6
🧹🧼🧴😷,domestic animal,0,6
🏠⌨️,domestic animal,0,6
🎓🧪,intelligent question,0,6
🤓🔍,intelligent question,0,6
🧠❗❗,intelligent question,0,6
🧠❗❗,intelligent question,0,6
🎓🧪,intelligent question,0,6
🤓🔍,intelligent question,0,6
💡✅,intelligent question,0,6
🧠💡,intelligent question,0,6
🙋🧠💭🧑‍🎓,intelligent life,0,6
🤓💡,intelligent life,0,6
🙋🧠💭🧑‍🎓,intelligent life,0,6
💡✅,intelligent life,0,6
💡✅,intelligent life,0,6
🧠❗❗,intelligent life,0,6
🧠❓💬,intelligent life,0,6
👨‍🎓❓,intelligent life,0,6
🧐❓,intelligent solution,0,6
🤓🐶🦊🐻🦑🌳🐳🤓,intelligent solution,0,6
🤖🐾,intelligent solution,0,6
🧑‍🎓🤓,intelligent solution,0,6
🧠🤔,intelligent solution,0,6
🧐❓,intelligent solution,0,6
🤔🤓❓,intelligent solution,0,6
👍👨‍🏫,intelligent solution,0,6
🔂😖,constant lover,0,6
🦴🔨🧑‍🦽⏳😭,constant lover,0,6
🔂😖,constant lover,0,6
🦴🔨🧑‍🦽⏳😭,constant lover,0,6
⏳😣🤕,constant lover,0,6
😥💉🤕,constant lover,0,6
⏳😣🤕,constant lover,0,6
🤕🧑‍⚕️,constant lover,0,6
💘👩‍❤️‍👨🔃,constant pain,0,6
🙍‍♀️❤️🙍‍♂️♾️,constant pain,0,6
💍👰‍♂️👰‍♀️🤵‍♂️💑,constant pain,0,6
💘👩‍❤️‍👨🔃,constant pain,0,6
🕰️:zzz:🫂,constant pain,0,6
💍👰‍♂️👰‍♀️🤵‍♂️💑,constant pain,0,6
👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,constant pain,0,6
🕰️:zzz:🫂,constant pain,0,6
🧬☮️,internal organ,0,6
📲🕹️👩‍💻,internal organ,0,6
💭💭,internal organ,0,6
🦿👩‍🔧,internal organ,0,6
⚙️⚙️⚙️,internal organ,0,6
🤓🧠,internal organ,0,6
📲🕹️👩‍💻,internal organ,0,6
🔃⚙️,internal organ,0,6
🧬⚙️,internal sense,0,6
📲🕹️👩‍💻,internal sense,0,6
🦿👩‍🔧,internal sense,0,6
👨‍💼👈🧠🫀🫁,internal sense,0,6
🧬⚙️,internal sense,0,6
