sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is hot_face [EM] foot [EM] pile_of_poo.,This is dirty overall.,U+1F975 U+1F9B6 U+1F4A9,0,6,CLEANNESS,411.png,🥵🦶💩,"['noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f9b6.png', 'noto-emoji/png/512/emoji_u1f4a9.png']"
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty overall.,U+1F92E U+1F37D,0,6,CLEANNESS,421.png,🤮🍽,"['noto-emoji/png/512/emoji_u1f92e.png', 'noto-emoji/png/512/emoji_u1f37d.png']"
This is pile_of_poo [EM] footprints.,This is dirty overall.,U+1F4A9 U+1F463,0,6,CLEANNESS,414.png,💩👣,"['noto-emoji/png/512/emoji_u1f4a9.png', 'noto-emoji/png/512/emoji_u1f463.png']"
This is confounded_face [EM] foot.,This is dirty overall.,U+1F616 U+1F9B6,0,6,CLEANNESS,415.png,😖🦶,"['noto-emoji/png/512/emoji_u1f616.png', 'noto-emoji/png/512/emoji_u1f9b6.png']"
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty fighter.,U+1F92E U+1F37D,0,6,CLEANNESS,421.png,🤮🍽,"['noto-emoji/png/512/emoji_u1f92e.png', 'noto-emoji/png/512/emoji_u1f37d.png']"
This is unamused_face [EM] money_bag.,This is dirty fighter.,U+1F612 U+1F4B0,0,6,LEGALITY,447.png,😒💰,"['noto-emoji/png/512/emoji_u1f612.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is pile_of_poo [EM] fork_and_knife_with_plate.,This is dirty fighter.,U+1F4A9 U+1F37D U+FE0F,0,6,CLEANNESS,422.png,💩🍽️,"['noto-emoji/png/512/emoji_u1f4a9.png', 'noto-emoji/png/512/emoji_u1f37d.png']"
This is pile_of_poo [EM] dollar_banknote [EM] money_bag.,This is dirty fighter.,U+1F4A9 U+1F4B5 U+1F4B0,0,6,LEGALITY,446.png,💩💵💰,"['noto-emoji/png/512/emoji_u1f4a9.png', 'noto-emoji/png/512/emoji_u1f4b5.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is face_vomiting [EM] foot.,This is dirty fighter.,U+1F92E U+1F9B6,0,6,CLEANNESS,413.png,🤮🦶,"['noto-emoji/png/512/emoji_u1f92e.png', 'noto-emoji/png/512/emoji_u1f9b6.png']"
This is microbe [EM] hut [EM] microbe.,This is dirty fighter.,U+1F9A0 U+1F6D6 U+1F9A0,0,6,CLEANNESS,427.png,🦠🛖🦠,"['noto-emoji/png/512/emoji_u1f9a0.png', 'noto-emoji/png/512/emoji_u1f6d6.png', 'noto-emoji/png/512/emoji_u1f9a0.png']"
This is plunger [EM] toilet [EM] broom.,This is dirty fighter.,U+1FAA0 U+1F6BD U+1F9F9,0,6,CLEANNESS,403.png,🪠🚽🧹,"['noto-emoji/png/512/emoji_u1faa0.png', 'noto-emoji/png/512/emoji_u1f6bd.png', 'noto-emoji/png/512/emoji_u1f9f9.png']"
This is face_with_spiral_eyes [EM] confounded_face [EM] backhand_index_pointing_right [EM] bathtub.,This is dirty fighter.,U+1F635 U+200D U+1F4AB U+1F616 U+1F449 U+1F6C1,0,6,CLEANNESS,451.png,😵‍💫😖👉🛁,"['noto-emoji/png/512/emoji_u1f635.png', 'noto-emoji/png/512/emoji_u1f4ab.png', 'noto-emoji/png/512/emoji_u1f616.png', 'noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f6c1.png']"
This is national_park.,This is common procedure.,U+1F3DE,0,6,COMMONALITY,481.png,🏞,['noto-emoji/png/512/emoji_u1f3de.png']
This is palms_up_together [EM] mobile_phone.,This is common procedure.,U+1F932 U+1F4F1,0,6,COMMONNESS,533.png,🤲📱,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u1f4f1.png']"
This is fly [EM] neutral_face.,This is common procedure.,U+1FAB0 U+1F610,0,6,COMMONNESS,506.png,🪰😐,"['noto-emoji/png/512/emoji_u1fab0.png', 'noto-emoji/png/512/emoji_u1f610.png']"
This is clapping_hands [EM] boy [EM] person_curly_hair.,This is common procedure.,U+1F44F U+1F466 U+1F9D1 U+200D U+1F9B1,0,6,FORMALITY,526.png,👏👦🧑‍🦱,"['noto-emoji/png/512/emoji_u1f44f.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is shopping_bags [EM] shopping_bags [EM] counterclockwise_arrows_button.,This is common procedure.,U+1F6CD U+FE0F U+1F6CD U+FE0F U+1F504,0,6,COMMONNESS,536.png,🛍️🛍️🔄,"['noto-emoji/png/512/emoji_u1f6cd.png', 'noto-emoji/png/512/emoji_u1f6cd.png', 'noto-emoji/png/512/emoji_u1f504.png']"
This is brain [EM] thinking_face [EM] unamused_face.,This is common procedure.,U+1F9E0 U+1F914 U+1F612,0,6,COMMONNESS,474.png,🧠🤔😒,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f914.png', 'noto-emoji/png/512/emoji_u1f612.png']"
This is palms_up_together [EM] sailboat [EM] man.,This is common procedure.,U+1F932 U+26F5 U+1F468,0,6,COMMONNESS,501.png,🤲⛵👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u26f5.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is woman_office_worker [EM] speaking_head [EM] briefcase.,This is common procedure.,U+1F469 U+200D U+1F4BC U+1F5E3 U+1F4BC,0,6,FORMALITY,521.png,👩‍💼🗣💼,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bc.png', 'noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f4bc.png']"
This is pilot [EM] speedboat.,This is common knowledge.,U+1F9D1 U+200D U+2708 U+FE0F U+1F6A4,0,6,COMMONNESS,504.png,🧑‍✈️🚤,"['noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2708.png', 'noto-emoji/png/512/emoji_u1f6a4.png']"
This is clapping_hands [EM] boy [EM] person_curly_hair.,This is common knowledge.,U+1F44F U+1F466 U+1F9D1 U+200D U+1F9B1,0,6,FORMALITY,526.png,👏👦🧑‍🦱,"['noto-emoji/png/512/emoji_u1f44f.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is busts_in_silhouette [EM] mountain.,This is common knowledge.,U+1F465 U+26F0,0,6,COMMONALITY,483.png,👥⛰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u26f0.png']"
This is palms_up_together [EM] sailboat [EM] man.,This is common knowledge.,U+1F932 U+26F5 U+1F468,0,6,COMMONNESS,501.png,🤲⛵👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u26f5.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is busts_in_silhouette [EM] fly.,This is common knowledge.,U+1F465 U+1FAB0,0,6,COMMONNESS,507.png,👥🪰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1fab0.png']"
This is shopping_bags [EM] shopping_bags [EM] counterclockwise_arrows_button.,This is common knowledge.,U+1F6CD U+FE0F U+1F6CD U+FE0F U+1F504,0,6,COMMONNESS,536.png,🛍️🛍️🔄,"['noto-emoji/png/512/emoji_u1f6cd.png', 'noto-emoji/png/512/emoji_u1f6cd.png', 'noto-emoji/png/512/emoji_u1f504.png']"
This is play_button [EM] boy [EM] boy [EM] boy.,This is common knowledge.,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,0,6,COMMONNESS,516.png,▶️👦👦👦,"['noto-emoji/png/512/emoji_u25b6.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is palms_up_together [EM] sailboat [EM] man.,This is common knowledge.,U+1F932 U+26F5 U+1F468,0,6,COMMONNESS,501.png,🤲⛵👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u26f5.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is desktop_computer.,This is common land.,U+1F5A5,0,6,COMMONNESS,465.png,🖥,['noto-emoji/png/512/emoji_u1f5a5.png']
This is busts_in_silhouette [EM] weary_face.,This is common land.,U+1F465 U+1F629,0,6,COMMONNESS,491.png,👥😩,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f629.png']"
This is busts_in_silhouette [EM] fly.,This is common land.,U+1F465 U+1FAB0,0,6,COMMONNESS,507.png,👥🪰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1fab0.png']"
This is woman_office_worker [EM] speaking_head [EM] briefcase.,This is common land.,U+1F469 U+200D U+1F4BC U+1F5E3 U+1F4BC,0,6,FORMALITY,521.png,👩‍💼🗣💼,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bc.png', 'noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f4bc.png']"
This is busts_in_silhouette [EM] clockwise_vertical_arrows.,This is common land.,U+1F465 U+1F503,0,6,COMMONNESS,467.png,👥🔃,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f503.png']"
This is palms_up_together [EM] sailboat [EM] man.,This is common land.,U+1F932 U+26F5 U+1F468,0,6,COMMONNESS,501.png,🤲⛵👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u26f5.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is glasses [EM] clutch_bag [EM] dress [EM] necktie [EM] copyright.,This is common land.,U+1F453 U+1F45D U+1F457 U+1F454 U+A9 U+FE0F,0,6,COMMONNESS,530.png,👓👝👗👔©️,"['noto-emoji/png/512/emoji_u1f453.png', 'noto-emoji/png/512/emoji_u1f45d.png', 'noto-emoji/png/512/emoji_u1f457.png', 'noto-emoji/png/512/emoji_u1f454.png', 'noto-emoji/png/512/emoji_u00a9.png']"
This is busts_in_silhouette [EM] speaking_head.,This is common land.,U+1F465 U+1F5E3,0,6,FORMALITY,523.png,👥🗣,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f5e3.png']"
This is fly.,This is common nuisance.,U+1FAB0,0,6,COMMONNESS,505.png,🪰,['noto-emoji/png/512/emoji_u1fab0.png']
This is palms_up_together [EM] mobile_phone.,This is common nuisance.,U+1F932 U+1F4F1,0,6,COMMONNESS,533.png,🤲📱,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u1f4f1.png']"
This is fly [EM] neutral_face.,This is common nuisance.,U+1FAB0 U+1F610,0,6,COMMONNESS,506.png,🪰😐,"['noto-emoji/png/512/emoji_u1fab0.png', 'noto-emoji/png/512/emoji_u1f610.png']"
This is busts_in_silhouette [EM] mountain.,This is common nuisance.,U+1F465 U+26F0,0,6,COMMONALITY,483.png,👥⛰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u26f0.png']"
This is glasses [EM] clutch_bag [EM] dress [EM] necktie [EM] copyright.,This is common nuisance.,U+1F453 U+1F45D U+1F457 U+1F454 U+A9 U+FE0F,0,6,COMMONNESS,530.png,👓👝👗👔©️,"['noto-emoji/png/512/emoji_u1f453.png', 'noto-emoji/png/512/emoji_u1f45d.png', 'noto-emoji/png/512/emoji_u1f457.png', 'noto-emoji/png/512/emoji_u1f454.png', 'noto-emoji/png/512/emoji_u00a9.png']"
This is face_with_monocle [EM] brain.,This is common nuisance.,U+1F9D0 U+1F9E0,0,6,COMMONNESS,473.png,🧐🧠,"['noto-emoji/png/512/emoji_u1f9d0.png', 'noto-emoji/png/512/emoji_u1f9e0.png']"
This is busts_in_silhouette [EM] fly.,This is common nuisance.,U+1F465 U+1FAB0,0,6,COMMONNESS,507.png,👥🪰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1fab0.png']"
This is counterclockwise_arrows_button [EM] health_worker [EM] syringe.,This is common nuisance.,U+1F504 U+1F9D1 U+200D U+2695 U+FE0F U+1F489,0,6,COMMONNESS,472.png,🔄🧑‍⚕️💉,"['noto-emoji/png/512/emoji_u1f504.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1f489.png']"
This is person_standing [EM] person_standing [EM] person_shrugging.,This is common sailor.,U+1F9CD U+1F9CD U+1F937,0,6,COMMONNESS,514.png,🧍🧍🤷,"['noto-emoji/png/512/emoji_u1f9cd.png', 'noto-emoji/png/512/emoji_u1f9cd.png', 'noto-emoji/png/512/emoji_u1f937.png']"
This is disguised_face [EM] woman_and_man_holding_hands [EM] palms_up_together.,This is common sailor.,U+1F978 U+1F46B U+1F932,0,6,COMMONNESS,478.png,🥸👫🤲,"['noto-emoji/png/512/emoji_u1f978.png', 'noto-emoji/png/512/emoji_u1f46b.png', 'noto-emoji/png/512/emoji_u1f932.png']"
This is speaking_head [EM] check_mark_button [EM] OK_button.,This is common sailor.,U+1F5E3 U+FE0F U+2705 U+1F197,0,6,FORMALITY,522.png,🗣️✅🆗,"['noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u2705.png', 'noto-emoji/png/512/emoji_u1f197.png']"
This is woman_office_worker [EM] speaking_head [EM] briefcase.,This is common sailor.,U+1F469 U+200D U+1F4BC U+1F5E3 U+1F4BC,0,6,FORMALITY,521.png,👩‍💼🗣💼,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bc.png', 'noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f4bc.png']"
This is brain [EM] brain [EM] globe_showing_Americas.,This is common sailor.,U+1F9E0 U+1F9E0 U+1F30E,0,6,COMMONNESS,480.png,🧠🧠🌎,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f30e.png']"
This is palms_up_together [EM] mobile_phone.,This is common sailor.,U+1F932 U+1F4F1,0,6,COMMONNESS,533.png,🤲📱,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u1f4f1.png']"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common sailor.,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,COMMONNESS,466.png,😬📋1️⃣2️⃣3️⃣,"['noto-emoji/png/512/emoji_u1f62c.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u0031.png', 'noto-emoji/png/512/emoji_u0032.png', 'noto-emoji/png/512/emoji_u0033.png']"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common sailor.,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,COMMONNESS,466.png,😬📋1️⃣2️⃣3️⃣,"['noto-emoji/png/512/emoji_u1f62c.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u0031.png', 'noto-emoji/png/512/emoji_u0032.png', 'noto-emoji/png/512/emoji_u0033.png']"
This is man.,This is common housefly.,U+1F468,0,6,COMMONNESS,518.png,👨,['noto-emoji/png/512/emoji_u1f468.png']
This is palms_up_together [EM] man.,This is common housefly.,U+1F932 U+1F468,0,6,COMMONNESS,517.png,🤲👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is handshake [EM] desert_island.,This is common housefly.,U+1F91D U+1F3DD U+FE0F,0,6,COMMONALITY,486.png,🤝🏝️,"['noto-emoji/png/512/emoji_u1f91d.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is desktop_computer.,This is common housefly.,U+1F5A5,0,6,COMMONNESS,465.png,🖥,['noto-emoji/png/512/emoji_u1f5a5.png']
This is play_button [EM] brain.,This is common housefly.,U+25B6 U+FE0F U+1F9E0,0,6,COMMONNESS,476.png,▶️🧠,"['noto-emoji/png/512/emoji_u25b6.png', 'noto-emoji/png/512/emoji_u1f9e0.png']"
This is national_park.,This is common housefly.,U+1F3DE,0,6,COMMONALITY,481.png,🏞,['noto-emoji/png/512/emoji_u1f3de.png']
This is palms_up_together [EM] sailboat [EM] man.,This is common housefly.,U+1F932 U+26F5 U+1F468,0,6,COMMONNESS,501.png,🤲⛵👨,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u26f5.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is handshake [EM] desert_island.,This is common housefly.,U+1F91D U+1F3DD U+FE0F,0,6,COMMONALITY,486.png,🤝🏝️,"['noto-emoji/png/512/emoji_u1f91d.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is national_park.,This is common man.,U+1F3DE,0,6,COMMONALITY,481.png,🏞,['noto-emoji/png/512/emoji_u1f3de.png']
This is clapping_hands [EM] boy [EM] person_curly_hair.,This is common man.,U+1F44F U+1F466 U+1F9D1 U+200D U+1F9B1,0,6,FORMALITY,526.png,👏👦🧑‍🦱,"['noto-emoji/png/512/emoji_u1f44f.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common man.,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,COMMONNESS,466.png,😬📋1️⃣2️⃣3️⃣,"['noto-emoji/png/512/emoji_u1f62c.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u0031.png', 'noto-emoji/png/512/emoji_u0032.png', 'noto-emoji/png/512/emoji_u0033.png']"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common man.,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,COMMONNESS,466.png,😬📋1️⃣2️⃣3️⃣,"['noto-emoji/png/512/emoji_u1f62c.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u0031.png', 'noto-emoji/png/512/emoji_u0032.png', 'noto-emoji/png/512/emoji_u0033.png']"
This is busts_in_silhouette [EM] mountain.,This is common man.,U+1F465 U+26F0,0,6,COMMONALITY,483.png,👥⛰,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u26f0.png']"
This is fly.,This is common man.,U+1FAB0,0,6,COMMONNESS,505.png,🪰,['noto-emoji/png/512/emoji_u1fab0.png']
This is play_button [EM] brain.,This is common man.,U+25B6 U+FE0F U+1F9E0,0,6,COMMONNESS,476.png,▶️🧠,"['noto-emoji/png/512/emoji_u25b6.png', 'noto-emoji/png/512/emoji_u1f9e0.png']"
This is busts_in_silhouette [EM] fly [EM] cockroach [EM] spider [EM] busts_in_silhouette.,This is common parlance.,U+1F465 U+1FAB0 U+1FAB3 U+1F577 U+FE0F U+1F465,0,6,COMMONNESS,495.png,👥🪰🪳🕷️👥,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1fab0.png', 'noto-emoji/png/512/emoji_u1fab3.png', 'noto-emoji/png/512/emoji_u1f577.png', 'noto-emoji/png/512/emoji_u1f465.png']"
This is busts_in_silhouette [EM] books [EM] open_book [EM] busts_in_silhouette.,This is common parlance.,U+1F465 U+1F4DA U+1F4D6 U+1F465,0,6,COMMONNESS,479.png,👥📚📖👥,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f4da.png', 'noto-emoji/png/512/emoji_u1f4d6.png', 'noto-emoji/png/512/emoji_u1f465.png']"
This is handshake [EM] desert_island.,This is common parlance.,U+1F91D U+1F3DD U+FE0F,0,6,COMMONALITY,486.png,🤝🏝️,"['noto-emoji/png/512/emoji_u1f91d.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is play_button [EM] boy [EM] boy [EM] boy.,This is common parlance.,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,0,6,COMMONNESS,516.png,▶️👦👦👦,"['noto-emoji/png/512/emoji_u25b6.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is man_pilot [EM] anchor.,This is common parlance.,U+1F468 U+200D U+2708 U+FE0F U+2693,0,6,COMMONNESS,503.png,👨‍✈️⚓,"['noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2708.png', 'noto-emoji/png/512/emoji_u2693.png']"
This is busts_in_silhouette [EM] fly [EM] cockroach [EM] spider [EM] busts_in_silhouette.,This is common parlance.,U+1F465 U+1FAB0 U+1FAB3 U+1F577 U+FE0F U+1F465,0,6,COMMONNESS,495.png,👥🪰🪳🕷️👥,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1fab0.png', 'noto-emoji/png/512/emoji_u1fab3.png', 'noto-emoji/png/512/emoji_u1f577.png', 'noto-emoji/png/512/emoji_u1f465.png']"
This is face_with_symbols_on_mouth.,This is common parlance.,U+1F92C,0,6,COMMONNESS,489.png,🤬,['noto-emoji/png/512/emoji_u1f92c.png']
This is play_button [EM] boy [EM] boy [EM] boy.,This is common parlance.,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,0,6,COMMONNESS,516.png,▶️👦👦👦,"['noto-emoji/png/512/emoji_u25b6.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is national_park.,This is common brand.,U+1F3DE,0,6,COMMONALITY,481.png,🏞,['noto-emoji/png/512/emoji_u1f3de.png']
This is disguised_face [EM] woman_and_man_holding_hands [EM] palms_up_together.,This is common brand.,U+1F978 U+1F46B U+1F932,0,6,COMMONNESS,478.png,🥸👫🤲,"['noto-emoji/png/512/emoji_u1f978.png', 'noto-emoji/png/512/emoji_u1f46b.png', 'noto-emoji/png/512/emoji_u1f932.png']"
This is busts_in_silhouette [EM] syringe [EM] stethoscope [EM] adhesive_bandage [EM] drop_of_blood [EM] health_worker [EM] busts_in_silhouette.,This is common brand.,U+1F465 U+1F489 U+1FA7A U+1FA79 U+1FA78 U+1F9D1 U+200D U+2695 U+FE0F U+1F465,0,6,COMMONNESS,471.png,👥💉🩺🩹🩸🧑‍⚕️👥,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f489.png', 'noto-emoji/png/512/emoji_u1fa7a.png', 'noto-emoji/png/512/emoji_u1fa79.png', 'noto-emoji/png/512/emoji_u1fa78.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1f465.png']"
This is notebook [EM] notebook_with_decorative_cover [EM] speech_balloon [EM] thought_balloon.,This is common brand.,U+1F4D3 U+1F4D4 U+1F4AC U+1F4AD,0,6,FORMALITY,528.png,📓📔💬💭,"['noto-emoji/png/512/emoji_u1f4d3.png', 'noto-emoji/png/512/emoji_u1f4d4.png', 'noto-emoji/png/512/emoji_u1f4ac.png', 'noto-emoji/png/512/emoji_u1f4ad.png']"
This is palms_up_together [EM] handshake.,This is common brand.,U+1F932 U+1F91D,0,6,FORMALITY,525.png,🤲🤝,"['noto-emoji/png/512/emoji_u1f932.png', 'noto-emoji/png/512/emoji_u1f91d.png']"
This is notebook [EM] notebook_with_decorative_cover [EM] speech_balloon [EM] thought_balloon.,This is common brand.,U+1F4D3 U+1F4D4 U+1F4AC U+1F4AD,0,6,FORMALITY,528.png,📓📔💬💭,"['noto-emoji/png/512/emoji_u1f4d3.png', 'noto-emoji/png/512/emoji_u1f4d4.png', 'noto-emoji/png/512/emoji_u1f4ac.png', 'noto-emoji/png/512/emoji_u1f4ad.png']"
This is busts_in_silhouette [EM] syringe [EM] stethoscope [EM] adhesive_bandage [EM] drop_of_blood [EM] health_worker [EM] busts_in_silhouette.,This is common brand.,U+1F465 U+1F489 U+1FA7A U+1FA79 U+1FA78 U+1F9D1 U+200D U+2695 U+FE0F U+1F465,0,6,COMMONNESS,471.png,👥💉🩺🩹🩸🧑‍⚕️👥,"['noto-emoji/png/512/emoji_u1f465.png', 'noto-emoji/png/512/emoji_u1f489.png', 'noto-emoji/png/512/emoji_u1fa7a.png', 'noto-emoji/png/512/emoji_u1fa79.png', 'noto-emoji/png/512/emoji_u1fa78.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1f465.png']"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common brand.,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,COMMONNESS,466.png,😬📋1️⃣2️⃣3️⃣,"['noto-emoji/png/512/emoji_u1f62c.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u0031.png', 'noto-emoji/png/512/emoji_u0032.png', 'noto-emoji/png/512/emoji_u0033.png']"
This is collision [EM] person_lifting_weights.,This is heavy metal.,U+1F4A5 U+1F3CB,0,6,WEIGHT,548.png,💥🏋,"['noto-emoji/png/512/emoji_u1f4a5.png', 'noto-emoji/png/512/emoji_u1f3cb.png']"
This is person_lifting_weights_light_skin_tone [EM] tractor [EM] luggage.,This is heavy metal.,U+1F3CB U+1F3FB U+1F69C U+1F9F3,0,6,WEIGHT,547.png,🏋🏻🚜🧳,"['noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f69c.png', 'noto-emoji/png/512/emoji_u1f9f3.png']"
This is fog [EM] face_in_clouds.,This is heavy metal.,U+1F32B U+FE0F U+1F636 U+200D U+1F32B,0,6,THICKNESS,554.png,🌫️😶‍🌫,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f636.png', 'noto-emoji/png/512/emoji_u1f32b.png']"
This is collision [EM] person_lifting_weights.,This is heavy metal.,U+1F4A5 U+1F3CB,0,6,WEIGHT,548.png,💥🏋,"['noto-emoji/png/512/emoji_u1f4a5.png', 'noto-emoji/png/512/emoji_u1f3cb.png']"
This is fog [EM] dashing_away.,This is heavy metal.,U+1F32B U+FE0F U+1F4A8,0,6,THICKNESS,557.png,🌫️💨,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f4a8.png']"
This is flexed_biceps [EM] purse.,This is heavy metal.,U+1F4AA U+1F45B,0,6,WEIGHT,550.png,💪👛,"['noto-emoji/png/512/emoji_u1f4aa.png', 'noto-emoji/png/512/emoji_u1f45b.png']"
